procedimiento_numero,procedimiento_nombre,numero_obra,uoc_codigo,uoc_descripcion,organismo_codigo_saf,organismo_nombre,expediente_procedimiento_numero,renglon_numero,renglon_descripcion,oferente_cuit,oferente_razon_social,oferente_ute_si_no,alternativa_numero,oferta_monto,presupuesto_oficial_renglon_monto,evaluada_si_no,desestimada_si_no,orden_merito
46-0084-LPU20,OBRA DE CONSERVACIÓN DE RUTINA - SISTEMA MODULAR - PROVINCIA DE RÍO NEGRO - RUTA NACIONAL N° 251,46-0033-OBR21,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10609,4.2.2-10008.23,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MANTENIMIENTO DE RUTINA",30-51999331-3,CN SAPAG SOCIEDAD ANONIMA,No,,387075223.83,344181000.00,Pendiente,Aceptada,
46-0084-LPU20,OBRA DE CONSERVACIÓN DE RUTINA - SISTEMA MODULAR - PROVINCIA DE RÍO NEGRO - RUTA NACIONAL N° 251,46-0033-OBR21,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10609,4.2.2-10008.23,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MANTENIMIENTO DE RUTINA",30-56734850-0,LUCIANO S.A.,No,,383610551.61,344181000.00,Pendiente,Aceptada,
46-0084-LPU20,OBRA DE CONSERVACIÓN DE RUTINA - SISTEMA MODULAR - PROVINCIA DE RÍO NEGRO - RUTA NACIONAL N° 251,46-0033-OBR21,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10609,4.2.2-10008.23,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MANTENIMIENTO DE RUTINA",30-71073960-5,Choel SRL,No,,444997413.32,344181000.00,Pendiente,Aceptada,
46-0085-LPU20,OBRA DE CONSERVACIÓN MEJORATIVA. RUTA NACIONAL N° 25 - PROVINCIA DEL CHUBUT.,46-0032-OBR21,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10606,4.2.2-10008.26,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: CARPETA DE CONCRETO ASFALTICO",30-51999331-3,CN SAPAG SOCIEDAD ANONIMA,No,226360,722162245.91,608393000.00,Pendiente,Aceptada,1
46-0085-LPU20,OBRA DE CONSERVACIÓN MEJORATIVA. RUTA NACIONAL N° 25 - PROVINCIA DEL CHUBUT.,46-0032-OBR21,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10606,4.2.2-10008.26,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: CARPETA DE CONCRETO ASFALTICO",30-59865201-1,CPC S.A.,No,,779675924.97,608393000.00,Pendiente,Aceptada,
46-0085-LPU20,OBRA DE CONSERVACIÓN MEJORATIVA. RUTA NACIONAL N° 25 - PROVINCIA DEL CHUBUT.,46-0032-OBR21,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10606,4.2.2-10008.26,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: CARPETA DE CONCRETO ASFALTICO",30-62924805-2,RIGEL SRL,No,,811025093.17,608393000.00,Pendiente,Aceptada,
46-0092-LPU20,"OBRA: “Obras de Seguridad Vial, Señalamiento Horizontal, Vertical y Elementos de Seguridad en la Red",46-0026-OBR21,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10575,4.2.2-10008.32,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: SE¾ALAMIENTO HORIZONTAL/VERTIC",30-50208508-1,EQUIMAC S.A.C.I.F. e I.,No,237610,1891246726.88,1200000000.00,Pendiente,Aceptada,1
46-0092-LPU20,"OBRA: “Obras de Seguridad Vial, Señalamiento Horizontal, Vertical y Elementos de Seguridad en la Red",46-0026-OBR21,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10575,4.2.2-10008.32,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: SE¾ALAMIENTO HORIZONTAL/VERTIC",33-60719210-9,FEVIAL S.A.,No,,2013835295.00,1200000000.00,Pendiente,Aceptada,
46-0092-LPU20,"OBRA: “Obras de Seguridad Vial, Señalamiento Horizontal, Vertical y Elementos de Seguridad en la Red",46-0026-OBR21,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10575,4.2.2-10008.32,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: SE¾ALAMIENTO HORIZONTAL/VERTIC",30-50491289-9,CLEANOSOL ARGENTINA S.A.I.C.F.I.,No,,1957268134.28,1200000000.00,Pendiente,Aceptada,
46-0093-LPU20,"Obras de Seguridad Vial, Señalamiento Horizontal, Vertical y Elementos de Seguridad en la Red Vial",46-0024-OBR21,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10585,4.2.2-10008.32,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: SE¾ALAMIENTO HORIZONTAL/VERTIC",30-50491289-9,CLEANOSOL ARGENTINA S.A.I.C.F.I.,No,237620,1685682960.76,1022272100.00,Pendiente,Aceptada,1
46-0093-LPU20,"Obras de Seguridad Vial, Señalamiento Horizontal, Vertical y Elementos de Seguridad en la Red Vial",46-0024-OBR21,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10585,4.2.2-10008.32,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: SE¾ALAMIENTO HORIZONTAL/VERTIC",30-51713690-1,Linotol Argentina SACCIF,No,,1727402843.10,1022272100.00,Pendiente,Aceptada,
46-0093-LPU20,"Obras de Seguridad Vial, Señalamiento Horizontal, Vertical y Elementos de Seguridad en la Red Vial",46-0024-OBR21,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10585,4.2.2-10008.32,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: SE¾ALAMIENTO HORIZONTAL/VERTIC",33-60719210-9,FEVIAL S.A.,No,,1748292650.00,1022272100.00,Pendiente,Aceptada,
46-0093-LPU20,"Obras de Seguridad Vial, Señalamiento Horizontal, Vertical y Elementos de Seguridad en la Red Vial",46-0024-OBR21,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10585,4.2.2-10008.32,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: SE¾ALAMIENTO HORIZONTAL/VERTIC",30-50208508-1,EQUIMAC S.A.C.I.F. e I.,No,,1717838024.41,1022272100.00,Pendiente,Aceptada,
46-0094-LPU20,"Obras de Seguridad Vial, Señalamiento Horizontal, Vertical y Elementos de Seguridad en la Red Vial",46-0025-OBR21,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10584,4.2.2-10008.32,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: SE¾ALAMIENTO HORIZONTAL/VERTIC",33-53533351-9,FAICSA S.A.,No,237660,1751126363.97,1064592000.00,Pendiente,Aceptada,1
46-0094-LPU20,"Obras de Seguridad Vial, Señalamiento Horizontal, Vertical y Elementos de Seguridad en la Red Vial",46-0025-OBR21,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10584,4.2.2-10008.32,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: SE¾ALAMIENTO HORIZONTAL/VERTIC",30-65658271-1,VAWA SACICI,No,,1806605737.17,1064592000.00,Pendiente,Aceptada,
46-0096-LPU20,"OBRAS DE SEGURIDAD VIAL, SEÑALAMIENTO HORIZONTAL, VERTICAL Y ELEMENTOS DE SEGURIDAD en la Red Vial",46-0027-OBR21,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10578,4.2.2-10008.32,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: SE¾ALAMIENTO HORIZONTAL/VERTIC",30-65658271-1,VAWA SACICI,No,237710,1660146032.17,1037296450.00,Pendiente,Aceptada,1
46-0098-LPU21,OBRA MEJORATIVA Y DE MANTENIMIENTO SISTEMA MODULAR - RUTA NACIONAL Nº 188.,46-0030-OBR22,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10660,4.2.2-10008.30,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: SISTEMA MODULAR",30-50487767-8,DECAVIAL SAICAC,No,239010,787752707.86,654993000.00,Pendiente,Aceptada,1
46-0098-LPU21,OBRA MEJORATIVA Y DE MANTENIMIENTO SISTEMA MODULAR - RUTA NACIONAL Nº 188.,46-0030-OBR22,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,11725,4.2.2-10008.30,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: SISTEMA MODULAR",30-59048752-6,COINGSA SA,No,,879366667.77,654993000.00,Pendiente,Aceptada,
46-0098-LPU21,OBRA MEJORATIVA Y DE MANTENIMIENTO SISTEMA MODULAR - RUTA NACIONAL Nº 188.,46-0030-OBR22,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10660,4.2.2-10008.30,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: SISTEMA MODULAR",30-50501218-2,VIAL AGRO S.A.,No,,998545767.38,654993000.00,Pendiente,Aceptada,
46-0098-LPU21,OBRA MEJORATIVA Y DE MANTENIMIENTO SISTEMA MODULAR - RUTA NACIONAL Nº 188.,46-0030-OBR22,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,11725,4.2.2-10008.30,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: SISTEMA MODULAR",30-51999331-3,CN SAPAG SOCIEDAD ANONIMA,No,,1144168944.20,654993000.00,Pendiente,Aceptada,
46-0099-LPU20,OBRA DE CONSERVACIÓN MEJORATIVA - RUTA NACIONAL Nº 16 - PROVINCIA DE SALTA,46-0024-OBR22,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10684,4.2.2-10008.28,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MICROAGLOMERADO",30-57406653-7,Vialmani S.A.,No,226500,275023541.08,232400000.00,Pendiente,Aceptada,1
46-0099-LPU21,"RECICLADO DEL PAQUETE ESTRUCTURAL EXISTENTE, RESTITUCIÓN DE BASE Y CARPETA DE CONCRETO ASFÁLTICO",46-0021-OBR22,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,11776,4.2.2-10008.13,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: PAVIMENTACION DE RUTA",30-68701088-0,NSTOR JULIO GUERECHET S.A.,No,239190,617960396.64,350621000.00,Pendiente,Aceptada,1
46-0099-LPU21,"RECICLADO DEL PAQUETE ESTRUCTURAL EXISTENTE, RESTITUCIÓN DE BASE Y CARPETA DE CONCRETO ASFÁLTICO",46-0021-OBR22,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,11776,4.2.2-10008.13,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: PAVIMENTACION DE RUTA",30-57339108-6,ROVIAL S.A.,No,,549833134.58,350621000.00,Pendiente,Aceptada,
46-0099-LPU21,"RECICLADO DEL PAQUETE ESTRUCTURAL EXISTENTE, RESTITUCIÓN DE BASE Y CARPETA DE CONCRETO ASFÁLTICO",46-0021-OBR22,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,11776,4.2.2-10008.13,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: PAVIMENTACION DE RUTA",30-64077910-8,Rava S.A. de Construcciones,No,,661531014.36,350621000.00,Pendiente,Aceptada,
46-0101-LPU20,OBRA DE CONSERVACIÓN MEJORATIVA - RUTA NACIONAL Nº 16 - PROVINCIA DE SALTA - TRAMO: JOAQUIN V. GONZA,46-0031-OBR22,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10341,4.2.2-10008.26,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: CARPETA DE CONCRETO ASFALTICO",30-53300416-0,LEMIRO PABLO PIETROBONI S.A.,No,227030,446967473.96,370086000.00,Pendiente,Aceptada,1
46-0101-LPU20,OBRA DE CONSERVACIÓN MEJORATIVA - RUTA NACIONAL Nº 16 - PROVINCIA DE SALTA - TRAMO: JOAQUIN V. GONZA,46-0031-OBR22,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,11849,4.2.2-10008.26,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: CARPETA DE CONCRETO ASFALTICO",30-50152249-6,Vicente moncho construcciones srl,No,227030,518375746.63,370086000.00,Pendiente,Aceptada,
46-0101-LPU20,OBRA DE CONSERVACIÓN MEJORATIVA - RUTA NACIONAL Nº 16 - PROVINCIA DE SALTA - TRAMO: JOAQUIN V. GONZA,46-0031-OBR22,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10341,4.2.2-10008.26,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: CARPETA DE CONCRETO ASFALTICO",30-51839093-3,ICF S.A.,No,227030,468643748.62,370086000.00,Pendiente,Aceptada,
46-0101-LPU20,OBRA DE CONSERVACIÓN MEJORATIVA - RUTA NACIONAL Nº 16 - PROVINCIA DE SALTA - TRAMO: JOAQUIN V. GONZA,46-0031-OBR22,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,11849,4.2.2-10008.26,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: CARPETA DE CONCRETO ASFALTICO",30-57406653-7,Vialmani S.A.,No,227030,462131049.24,370086000.00,Pendiente,Aceptada,
46-0101-LPU20,OBRA DE CONSERVACIÓN MEJORATIVA - RUTA NACIONAL Nº 16 - PROVINCIA DE SALTA - TRAMO: JOAQUIN V. GONZA,46-0031-OBR22,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10341,4.2.2-10008.26,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: CARPETA DE CONCRETO ASFALTICO",30-51649274-7,CONORVIAL SA,No,227030,547058590.20,370086000.00,Pendiente,Aceptada,
46-0103-LPU20,OBRA DE CONSERVACIÓN MEJORATIVA - RUTA NACIONAL N°52 - PROVINCIA DE JUJUY,46-0031-OBR21,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10604,4.2.2-10008.28,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MICROAGLOMERADO",33-51629418-9,DYCASA Sociedad An½nima,No,227240,26078395.30,181512000.00,Pendiente,Aceptada,1
46-0104-LPU20,OBRA: CONSERVACIÓN MEJORATIVA – SISTEMA MODULAR - RUTA NACIONAL N° 60 – PROVINCIA DE CATAMARCA,46-0023-OBR21,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10576,4.2.2-10008.30,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: SISTEMA MODULAR",30-71101956-8,PF COMPAÑIA CONSTRUCTORA SA,No,227280,426890710.07,288327000.00,Pendiente,Aceptada,1
46-0123-LPU21,"OBRA: Sistema C.Re.Ma. 2020 - Malla N°408 A"" - Provincia de Catamarca""",46-0033-OBR22,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,11815,4.2.2-10008.34,"OBRAS VIALIDAD NACIONAL; TIPO: REHABIL. Y MANT. INTEGRADO, DESCRIPCION: MALLA CREMA",30-50224539-9,ESUCO S.A.,No,251480,6142355914.55,29572257557.50,Pendiente,Aceptada,3
46-0123-LPU21,"OBRA: Sistema C.Re.Ma. 2020 - Malla N°408 A"" - Provincia de Catamarca""",46-0033-OBR22,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,11815,4.2.2-10008.34,"OBRAS VIALIDAD NACIONAL; TIPO: REHABIL. Y MANT. INTEGRADO, DESCRIPCION: MALLA CREMA",30-69050479-7,Luis Losi S.A.,No,251590,5099898507.04,29572257557.50,Pendiente,Aceptada,1
46-0123-LPU21,"OBRA: Sistema C.Re.Ma. 2020 - Malla N°408 A"" - Provincia de Catamarca""",46-0033-OBR22,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,11815,4.2.2-10008.34,"OBRAS VIALIDAD NACIONAL; TIPO: REHABIL. Y MANT. INTEGRADO, DESCRIPCION: MALLA CREMA",30-59048752-6,COINGSA SA,No,,5744542603.05,29572257557.50,Pendiente,Aceptada,
46-0123-LPU21,"OBRA: Sistema C.Re.Ma. 2020 - Malla N°408 A"" - Provincia de Catamarca""",46-0033-OBR22,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,11815,4.2.2-10008.34,"OBRAS VIALIDAD NACIONAL; TIPO: REHABIL. Y MANT. INTEGRADO, DESCRIPCION: MALLA CREMA",30-50108624-6,Benito Roggio e HiJoseS.A.,No,251610,5364359203.25,29572257557.50,Pendiente,Aceptada,2
46-0123-LPU21,"OBRA: Sistema C.Re.Ma. 2020 - Malla N°408 A"" - Provincia de Catamarca""",46-0033-OBR22,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,11815,4.2.2-10008.34,"OBRAS VIALIDAD NACIONAL; TIPO: REHABIL. Y MANT. INTEGRADO, DESCRIPCION: MALLA CREMA",30-51649274-7,CONORVIAL SA,No,,5980149389.30,29572257557.50,Pendiente,Aceptada,
46-0131-LPU21,Obra Ruta Nacional N° 33 - Repavimentación y Banquinas.,46-0004-OBR22,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10683,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",30-56734850-0,LUCIANO S.A.,Si,240100,3749683521.34,3050033900.31,Pendiente,Aceptada,3
46-0131-LPU21,Obra Ruta Nacional N° 33 - Repavimentación y Banquinas.,46-0004-OBR22,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10689,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",30-50288841-9,SUPERCEMENTO S.A.I.C.,Si,,3444179825.31,3050033900.31,Pendiente,Aceptada,
46-0131-LPU21,Obra Ruta Nacional N° 33 - Repavimentación y Banquinas.,46-0004-OBR22,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10683,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",30-50108624-6,Benito Roggio e HiJoseS.A.,No,251150,3933600896.22,3050033900.31,Pendiente,Aceptada,4
46-0131-LPU21,Obra Ruta Nacional N° 33 - Repavimentación y Banquinas.,46-0004-OBR22,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10689,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",30-50225600-5,Jose J. CHEDIACK S.A.I.C.A.,No,,3485000000.00,3050033900.31,Pendiente,Aceptada,
46-0131-LPU21,Obra Ruta Nacional N° 33 - Repavimentación y Banquinas.,46-0004-OBR22,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10683,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",30-56845745-1,SACDE Sociedad Argentina de Construcci½n y Desarrollo Estrat?gico S.A.  (continuadora de IECSA S.A.),No,251160,3546747553.37,3050033900.31,Pendiente,Aceptada,2
46-0131-LPU21,Obra Ruta Nacional N° 33 - Repavimentación y Banquinas.,46-0004-OBR22,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10689,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",30-59865201-1,CPC S.A.,No,,4760685405.00,3050033900.31,Pendiente,Aceptada,
46-0131-LPU21,Obra Ruta Nacional N° 33 - Repavimentación y Banquinas.,46-0004-OBR22,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10683,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",30-61522482-7,Rovella Carranza S.A.,No,238620,3297980000.00,3050033900.31,Pendiente,Aceptada,1
46-0131-LPU21,Obra Ruta Nacional N° 33 - Repavimentación y Banquinas.,46-0004-OBR22,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10689,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",30-60867483-3,MARCALBA S.A.,No,,5948625843.80,3050033900.31,Pendiente,Aceptada,
46-0131-LPU21,Obra Ruta Nacional N° 33 - Repavimentación y Banquinas.,46-0004-OBR22,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10689,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",30-57406653-7,Vialmani S.A.,No,,4115067999.67,3050033900.31,Pendiente,Aceptada,
46-0131-LPU21,Obra Ruta Nacional N° 33 - Repavimentación y Banquinas.,46-0004-OBR22,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10689,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",30-68802071-5,JCR S.A.,No,,3884000000.00,3050033900.31,Pendiente,Aceptada,
46-0133-LPU21,OBRA DE RECONSTRUCCIÓN DE CALZADA DESCENDENTE AU EZEIZA CAÑUELAS - TRAMO: PUENTE PÉRGOLA,46-0001-OBR22,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10669,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",30-65083338-0,CONSTRUCCIONES INGEVIAL S.A.,No,250740,576741941.65,425521288.80,Pendiente,Aceptada,1
46-0133-LPU21,OBRA DE RECONSTRUCCIÓN DE CALZADA DESCENDENTE AU EZEIZA CAÑUELAS - TRAMO: PUENTE PÉRGOLA,46-0001-OBR22,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10669,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",30-57406653-7,Vialmani S.A.,No,,494390963.16,425521288.80,Pendiente,Aceptada,
46-0134-LPU21,"VARIANTE CAÑUELAS. AU EZEIZA CAÑUELAS (58,72) A R.N. N° 3 (KM 68,30) ACCESO A CAÑUELAS",46-0003-OBR22,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,10690,4.2.2-10008.3,"OBRAS VIALIDAD NACIONAL; TIPO: AUTOPISTAS Y AUTOVIAS, DESCRIPCION: CONSTR. AUTOPISTA TRAZA NUEVA",30-59865201-1,CPC S.A.,Si,250930,6177879928.72,4904259296.83,Pendiente,Aceptada,2
