contrato_numero,contrato_numero_gedo,procedimiento_numero,procedimiento_nombre,uoc_codigo,uoc_descripcion,organismo_codigo_saf,organismo_nombre,expediente_procedimiento_numero,numero_obra,nombre_obra,contrato_perfeccionamiento_fecha,contratista_cuit,contratista_razon_social,contratista_ute_si_no,contrato_monto,contrato_moneda,funcionario_contratante_nombre,funcionario_contratante_cargo
46/15-1376-CON21,,46/15-0030-LPU21,"Construcción de Pasarela Peatonal-RN Nº14-Prog.:871,70 Oberá-Misiones",46/15,46/15 - 15° Misiones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2021-79639178-   -APN-DNV#MOP,46/15-0012-OBR21,"Construcción de Pasarela Peatonal-RN No14-Prog.:871,70 Oberÿ-Misiones",2021-08-30T00:00:00,30-70884553-8,SEISHIJOS SA,NO,48427599.96,ARS,DIEGO ARMANDO VERA,Jefe de compras
46/15-0170-CON22,,46/15-0141-LPU21,"DEMOLICIÓN Y RECONSTRUCCIÓN DE ALCANTARILLA SOBRE ARROYO SAN JOSÉ- RUTA NACIONAL N°14- PROG.: 790,29",46/15,46/15 - 15° Misiones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-30045459-   -APN-DTDF#DNV,46/15-0012-OBR22,"DEMOLICIÓN Y RECONSTRUCCIÓN DE ALCANTARILLA SOBRE ARROYO SAN JOS- RUTA NACIONAL No14- PROG.: 790,29",2022-04-05T00:00:00,30-50717181-4,CARLOS E ENRIQUEZ SA,NO,82024605.12,ARS,CLAUDIA MARIANA AYALA,Jefe de Departamento
46/16-0169-CON22,,46/16-0057-LPU21,OBRA DE CONSERVACION MEJORATIVA -RUTA NACIONAL Nº 89 - PROVINCIA DE SANTIAGO DEL ESTERO,46/16,46/16 - 16° Santiago del Estero - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-30253117-   -APN-DS#DNV,46/16-0011-OBR22,OBRA DE CONSERVACION MEJORATIVA -RUTA NACIONAL No 89 - PROVINCIA DE SANTIAGO DEL ESTERO,2022-03-31T00:00:00,30-51839093-3,ICF S.A.,NO,95663362.62,ARS,BLANCA SULEMA SEU,Jefe de compras
46/16-0365-CON22,,46/16-0091-LPU21,"OBRA DE CONSERVACION MEJORATIVA R.N. Nº 89 -CONSTRUCCIÓN, REFACCIÓN Y AMPLIACIÓN DE ALCANTARILLAS",46/16,46/16 - 16° Santiago del Estero - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-62462691-   -APN-DESDE#DNV,46/16-0022-OBR22,"OBRA DE CONSERVACION MEJORATIVA R.N. No 89 -CONSTRUCCIÓN, REFACCIÓN Y AMPLIACIÓN DE ALCANTARILLAS",2022-06-23T00:00:00,30-71073960-5,Choel SRL,NO,148384578.62,ARS,BLANCA SULEMA SEU,Jefe de compras
46/16-0418-CON22,,46/16-0093-LPU21,"BACHEO CON MEZCLA EN FRIO (incluido riego de liga); SELLADO DE GRIETAS Y FISURAS, RECONSTRUCCION DE BANQUINA CON REPOSICION PARCIAL DE MATERIAL GRANULAR. TRAMO: RIO SALADILLO  SANTIAGO DEL ESTERO",46/16,46/16 - 16° Santiago del Estero - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-78769240-   -APN-DESDE#DNV,46/16-0035-OBR22,"BACHEO CON MEZCLA EN FRIO (incluido riego de liga); SELLADO DE GRIETAS Y FISURAS, RECONSTRUCCION DE BANQUINA CON REPOSICION PARCIAL DE MATERIAL GRANULAR. TRAMO: RIO SALADILLO ? SANTIAGO DEL ESTERO",2022-08-02T00:00:00,30-71079146-1,TRANSREDES SA,NO,107919403.34,ARS,BLANCA SULEMA SEU,Jefe de compras
46/16-0154-CON23,,46/16-0130-LPU22,"Iluminación Rotonda Bandera RNN98 (Km 226,31) - Lte. Sta. Fe/Sgo. del Estero - Bandera",46/16,46/16 - 16° Santiago del Estero - DNV,604,604 - Dirección Nacional de Vialidad,EX-2023-16871754-   -APN-DESDE#DNV,46/16-0014-OBR23,"Iluminación Rotonda Bandera RNN98 (Km 226,31) - Lte. Sta. Fe/Sgo. del Estero - Bandera",2023-02-17T00:00:00,30-51649274-7,CONORVIAL SA,NO,167030108.09,ARS,BLANCA SULEMA SEU,Jefe de compras
46/17-1264-CON20,,46/17-0036-LPU19,RN 12 -BACHEO CON MEZCLA BITUMINOSA TIPO CONCRETO ASFÁLTICO EN CALIENTE.,46/17,46/17 - 17° Entre Rios - DNV,604,604 - Dirección Nacional de Vialidad,EX-2020-41754118-   -APN-DER#DNV,46/17-0002-OBR20,RN 12 -BACHEO CON MEZCLA BITUMINOSA TIPO CONCRETO ASFæLTICO EN CALIENTE.,2020-07-02T00:00:00,30-50463589-5,CONSTRUCTORA DOS ARROYOS S.A.,NO,3925807.22,ARS,DANIEL ANTONIO KOCH,Jefe de Departamento
46/17-1637-CON19,,46/17-0036-LPU19,RN 12 -BACHEO CON MEZCLA BITUMINOSA TIPO CONCRETO ASFÁLTICO EN CALIENTE.,46/17,46/17 - 17° Entre Rios - DNV,604,604 - Dirección Nacional de Vialidad,EX-2020-35786888-   -APN-DER#DNV,46/17-0002-OBR20,RN 12 -BACHEO CON MEZCLA BITUMINOSA TIPO CONCRETO ASFæLTICO EN CALIENTE.,,30-50463589-5,CONSTRUCTORA DOS ARROYOS S.A.,NO,3925807.22,ARS,,
46/17-0003-CON23,,46/17-0140-LPU22,"OBRA DE CONSERVACIÓN MEJORATIVA RUTA NACIONAL N° 127  (KM 228,66 a KM 260,37)",46/17,46/17 - 17° Entre Rios - DNV,604,604 - Dirección Nacional de Vialidad,EX-2023-02215407-   -APN-DER#DNV,46/17-0008-OBR23,"OBRA DE CONSERVACIÓN MEJORATIVA RUTA NACIONAL No 127  (KM 228,66 a KM 260,37)",2023-02-13T00:00:00,30-69050479-7,Luis Losi S.A.,NO,334777483.96,ARS,DANIEL ANTONIO KOCH,Jefe de Departamento
46/17-0159-CON23,,46/17-0311-LPU22,"Tareas de mantenimiento en Puente sobre A° La Ensenada -Ruta Nacional N° 131, Entre Ríos-",46/17,46/17 - 17° Entre Rios - DNV,604,604 - Dirección Nacional de Vialidad,EX-2023-19686176-   -APN-DER#DNV,46/17-0016-OBR23,"Tareas de mantenimiento en Puente sobre A La Ensenada -Ruta Nacional No 131, Entre R­os-",2023-02-24T00:00:00,30-71061034-3,NORVIAL SERVICIOS S.A.,NO,54668391.89,ARS,DANIEL ANTONIO KOCH,Jefe de Departamento
46/18-1359-CON21,,46/18-0008-LPU21,CONSTRUCCIÓN DE ALCANTARILLA DE LUCES MULTIPLES - RUTA NACIONAL Nº 89 - Provincia del Chaco. Tr: Gra,46/18,46/18 - 18° Chaco - DNV,604,604 - Dirección Nacional de Vialidad,EX-2021-68636081-   -APN-DNV#MOP,46/18-0008-OBR21,CONSTRUCCIÓN DE ALCANTARILLA DE LUCES MULTIPLES - RUTA NACIONAL No 89 - Provincia del Chaco. Tr: Gra,2021-08-04T00:00:00,30-51839093-3,ICF S.A.,NO,20790162.23,ARS,MARIA ALEJANDRA VILELA,Jefe de Departamento
46/18-1358-CON21,,46/18-0009-LPU21,RUTA NACIONAL Nº11  EMPALME RP56 ILUMINACIÓN DE INTERSECCIÓN CANALIZADA. Provincia del Chaco,46/18,46/18 - 18° Chaco - DNV,604,604 - Dirección Nacional de Vialidad,EX-2021-68635431-   -APN-DNV#MOP,46/18-0007-OBR21,RUTA NACIONAL No11 ? EMPALME RP56 ILUMINACIÓN DE INTERSECCIÓN CANALIZADA. Provincia del Chaco,2021-08-03T00:00:00,30-70840620-8,SIE INGENIERIA S.R.L.,NO,21126494.67,ARS,MARIA ALEJANDRA VILELA,Jefe de Departamento
46/18-0370-CON22,,46/18-0027-LPU22,OBRA DE CONSERVACIÓN MEJORATIVA-RUTA NACIONAL Nº 89GRAL. PINEDOLIM. C/ SANTIAGO DEL ESTERO-CHACO,46/18,46/18 - 18° Chaco - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-61960496-   -APN-DCHA#DNV,46/18-0025-OBR22,OBRA DE CONSERVACIÓN MEJORATIVA-RUTA NACIONAL No 89?GRAL. PINEDO?LIM. C/ SANTIAGO DEL ESTERO-CHACO,2022-06-30T00:00:00,30-51839093-3,ICF S.A.,NO,190988422.12,ARS,MARIA ALEJANDRA VILELA,Jefe de Departamento
46/18-1338-CON19,,46/18-0044-LPU18,PUESTA EN VALOR DE LAS INSTALACIONES DEL CAMPAMENTO ZONA ESTE-1º ETAPA- 18º DISTRITO CHACO,46/18,46/18 - 18° Chaco - DNV,604,604 - Dirección Nacional de Vialidad,EX-2018-50744286-   -APN-DCHA#DNV,,,2019-06-06T00:00:00,30-71448730-9,ALTAMIRANO & PALACIOS S.A.,NO,5780032.91,ARS,OSCAR ROBERTO BONFANTI,Jefe de Departamento
46/18-0119-CON22,,46/18-0095-LPU21,OBRA DE CONSERVACIÓN MEJOTATIVA EN LA RUTA NACIONAL N° 95  PROVINCIA DE CHACO. TRAMO: EMPALME RUTA,46/18,46/18 - 18° Chaco - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-12997723-   -APN-DCHA#DNV,46/18-0005-OBR22,OBRA DE CONSERVACIÓN MEJOTATIVA EN LA RUTA NACIONAL No 95 ? PROVINCIA DE CHACO. TRAMO: EMPALME RUTA,2022-02-11T00:00:00,30-70137118-2,JOMAC S.A,NO,99762742.42,ARS,MARIA ALEJANDRA VILELA,Jefe de Departamento
46/18-0618-CON22,,46/18-0135-LPU22,DEFENSA MARGEN IZQUIERDO RÍO BERMEJO PTE. LAVALLE,46/18,46/18 - 18° Chaco - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-119590937-   -APN-DCHA#DNV,46/18-0047-OBR22,DEFENSA MARGEN IZQUIERDO RO BERMEJO PTE. LAVALLE,2022-11-08T00:00:00,30-71061034-3,NORVIAL SERVICIOS S.A.,NO,26539347.16,ARS,MARIA ALEJANDRA VILELA,Jefe de Departamento
46/18-0382-CON22,,46/18-0254-LPU21,CONSERVACIÓN MEJORATIVA - ILUMINACIÓN - TR: RN11 PCIA DEL CHACO - EMP RP90 - SEC: KM1.041,46/18,46/18 - 18° Chaco - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-65876742-   -APN-DCHA#DNV,46/18-0026-OBR22,CONSERVACIÓN MEJORATIVA - ILUMINACIÓN - TR: RN11 PCIA DEL CHACO - EMP RP90 - SEC: KM1.041,2022-07-05T00:00:00,30-71079146-1,TRANSREDES SA,NO,89197637.24,ARS,MARIA ALEJANDRA VILELA,Jefe de Departamento
46/18-0383-CON22,,46/18-0261-LPU21,RN N89-EMP. RP5. ILUMINACIÓN DE INTERSECCIÓN CANALIZADA,46/18,46/18 - 18° Chaco - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-65877292-   -APN-DCHA#DNV,46/18-0027-OBR22,RN N89-EMP. RP5. ILUMINACIÓN DE INTERSECCIÓN CANALIZADA,2022-07-05T00:00:00,30-71079146-1,TRANSREDES SA,NO,99652079.62,ARS,MARIA ALEJANDRA VILELA,Jefe de Departamento
46/19-1357-CON21,,46/19-0055-LPU21,REPARACION DE VIGA y PROV. Y COLOC. DE PORTICO LIMITADOR DE ALTURA. PTE. S/ LAS FLORES - AVELLANEDA,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,EX-2021-67478301-   -APN-DBA#DNV,46/19-0010-OBR21,REPARACION DE VIGA y PROV. Y COLOC. DE PORTICO LIMITADOR DE ALTURA. PTE. S/ LAS FLORES - AVELLANEDA,2021-08-11T00:00:00,30-50491289-9,CLEANOSOL ARGENTINA S.A.I.C.F.I.,NO,21241840.59,ARS,MARIA RIVERO,Jefe de Departamento
46/19-1354-CON21,,46/19-0068-LPU20,"PROVISION Y COLOCACION DE LAS PASARELAS PEATONALES en RN.N° 8 - Km 83,12 y Km 95 - Pcia. Bs As.",46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,EX-2021-66188573-   -APN-DBA#DNV,46/19-0009-OBR21,"PROVISION Y COLOCACION DE LAS PASARELAS PEATONALES en RN.No 8 - Km 83,12 y Km 95 - Pcia. Bs As.",2021-08-11T00:00:00,30-50196740-4,PASCHINI SA,NO,59694316.72,ARS,MARIA RIVERO,Jefe de Departamento
46/19-1338-CON21,,46/19-0068-LPU20,"PROVISION Y COLOCACION DE LAS PASARELAS PEATONALES en RN.N° 8 - Km 83,12 y Km 95 - Pcia. Bs As.",46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,EX-2021-55915276-   -APN-DBA#DNV,46/19-0009-OBR21,"PROVISION Y COLOCACION DE LAS PASARELAS PEATONALES en RN.No 8 - Km 83,12 y Km 95 - Pcia. Bs As.",,30-50196740-4,PASCHINI SA,NO,59694316.72,ARS,,
46/19-1367-CON21,,46/19-0068-LPU21,REACONDICIONAMIENTO SISTEMA DE ILUMINACION ROTONDA RN 3 Y RP 6 CAÑUELAS PCIA. DE BUENOS AIRES,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,EX-2021-71320093-   -APN-DBA#DNV,46/19-0011-OBR21,REACONDICIONAMIENTO SISTEMA DE ILUMINACION ROTONDA RN 3 Y RP 6 CAñUELAS PCIA. DE BUENOS AIRES,,30-70889447-4,ALTO SUR  SA,NO,6201773.43,ARS,MARIA RIVERO,Jefe de Departamento
46/19-1370-CON21,,46/19-0068-LPU21,REACONDICIONAMIENTO SISTEMA DE ILUMINACION ROTONDA RN 3 Y RP 6 CAÑUELAS PCIA. DE BUENOS AIRES,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,EX-2021-75231271-   -APN-DBA#DNV,46/19-0011-OBR21,REACONDICIONAMIENTO SISTEMA DE ILUMINACION ROTONDA RN 3 Y RP 6 CAñUELAS PCIA. DE BUENOS AIRES,2021-08-19T00:00:00,30-70889447-4,ALTO SUR  SA,NO,6201773.43,ARS,MARIA RIVERO,Jefe de Departamento
46/19-1382-CON21,,46/19-0088-LPU21,PUESTA EN VALOR Y MANTENIMIENTO DE TECHO PASARELAS EN EL PUENTE NICOLAS AVELLANEDA 1° DTO.,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,EX-2021-80614670-   -APN-DBA#DNV,46/19-0013-OBR21,ARQUITECTURA,2021-08-31T00:00:00,30-70889447-4,ALTO SUR  SA,NO,25895436.67,ARS,MARIA RIVERO,Jefe de Departamento
46/19-1560-CON21,,46/19-0090-LPU21,Reparación y Mantenimiento de Puentes RN N° 3 -Pcia. Buenos Aires,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,EX-2021-112891214-   -APN-DBA#DNV,46/19-0030-OBR21,VIALIDAD,2021-11-24T00:00:00,30-71073960-5,Choel SRL,NO,81472161.92,ARS,MARIA RIVERO,Jefe de Departamento
46/19-0152-CON23,,46/19-0092-LPU22,OBRA CONSTRUCCION DE CALZADA RUTA PROVINCIAL Nº 31,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,EX-2023-15009013-   -APN-DBA#DNV,46/19-0011-OBR23,OBRA CONSTRUCCION DE CALZADA RUTA PROVINCIAL No 31,2023-02-14T00:00:00,30-69530748-5,VIAL TEC SA,NO,259413580.35,ARS,MARIA RIVERO,Jefe de Departamento
46/19-1393-CON21,,46/19-0118-LPU21,OBRA DE CONSERVACIÓN MEJORATIVA RNN°33 SECCIÓN: E.A. DON JUAN (I) EMPALME RNN°188 - TRENQUE-RUFINO,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,EX-2021-82389009-   -APN-DBA#DNV,46/19-0016-OBR21,VIALIDAD,2021-09-06T00:00:00,30-50224539-9,ESUCO S.A.,NO,8850101.30,ARS,MARIA RIVERO,Jefe de Departamento
46/19-1562-CON21,,46/19-0145-LPU21,"OBRA DE CONSERVACION RN N° 33 SECCION: ACCESO A AMERICA - E.A. DON JUAN (I) (KM. 384,00 KM. 417,18)",46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,EX-2021-115669673-   -APN-DBA#DNV,46/19-0002-OBR22,Vialidad,2022-02-04T00:00:00,30-50224539-9,ESUCO S.A.,NO,98790127.91,ARS,MARIA RIVERO,Jefe de Departamento
46/19-0148-CON23,,46/19-0261-LPU22,AMPLIACIÓN Y MEJORA DEL DISTRIBUIDOR EN CRUCE CON RUTA PROVINCIAL Nº 41.,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,EX-2023-12891212-   -APN-DTDF#DNV,46/19-0018-OBR23,AMPLIACIÓN Y MEJORA DEL DISTRIBUIDOR EN CRUCE CON RUTA PROVINCIAL No 41.,2023-02-24T00:00:00,30-57406653-7,Vialmani S.A.,NO,219865687.44,ARS,MARIA RIVERO,Jefe de Departamento
46/20-0192-CON22,,46/20-0277-LPU21,"OBRA DE CONSERVACIÓN MEJORATIVA: EJECUCIÓN DE BACHEOS Y CARPETINES"" - RUTA NACIONAL Nº 22.""",46/20,46/20 - 20° Río Negro - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-41976761-   -APN-DRN#DNV,46/20-0014-OBR22,"OBRA DE CONSERVACIÓN MEJORATIVA: EJECUCIÓN DE BACHEOS Y CARPETINES"" - RUTA NACIONAL No 22.""",2022-05-06T00:00:00,30-51999331-3,CN SAPAG SOCIEDAD ANONIMA,NO,145282135.02,ARS,GUSTAVO FEDERICO CASAS,Jefe de Departamento
46/3-0621-CON22,,46/3-0101-LPU22,OBRA DE CONSERVACIÓN MEJORATIVA R.N. N° 157 - PROV. DE TUCUMAN - TRAMO: BELLA VISTA - S. M. DE TUCUM,46/03,46/03 - 3° Tucumán - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-122777360-   -APN-DTUC#DNV,46/3-0051-OBR22,OBRA DE CONSERVACIÓN MEJORATIVA R.N. No 157 - PROV. DE TUCUMAN - TRAMO: BELLA VISTA - S. M. DE TUCUM,2022-11-16T00:00:00,30-71079146-1,TRANSREDES SA,NO,129921478.14,ARS,JORGE GUILLERMO CORREA,Jefe de Departamento
46/3-0424-CON22,,46/3-0193-LPU21,"OBRA: CONSTRUCCIÓN DE UMBRALES SOTERRADOS Y PROTECCIONES  RUTA NACIONAL Nº 65  PROVINCIA DE TUCUMÁN  TRAMO: EMPALME R.N. 38 / LÍMITE TUCUMÁN - CATAMARCA  SECCIÓN: RÍO COCHUNA (KM 35,7)",46/03,46/03 - 3° Tucumán - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-83625625-   -APN-DTUC#DNV,46/3-0038-OBR22,"OBRA: CONSTRUCCIÓN DE UMBRALES SOTERRADOS Y PROTECCIONES  RUTA NACIONAL No 65 ? PROVINCIA DE TUCUMæN  TRAMO: EMPALME R.N. 38 / LMITE TUCUMæN - CATAMARCA  SECCIÓN: RO COCHUNA (KM 35,7)",2022-08-12T00:00:00,20-28646456-5,JOSE LUIS HUESPE,NO,39302486.93,ARS,JORGE GUILLERMO CORREA,Jefe de Departamento
46/3-0414-CON22,,46/3-0193-LPU21,"OBRA: CONSTRUCCIÓN DE UMBRALES SOTERRADOS Y PROTECCIONES  RUTA NACIONAL Nº 65  PROVINCIA DE TUCUMÁN  TRAMO: EMPALME R.N. 38 / LÍMITE TUCUMÁN - CATAMARCA  SECCIÓN: RÍO COCHUNA (KM 35,7)",46/03,46/03 - 3° Tucumán - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-80189225-   -APN-DTUC#DNV,46/3-0038-OBR22,"OBRA: CONSTRUCCIÓN DE UMBRALES SOTERRADOS Y PROTECCIONES  RUTA NACIONAL No 65 ? PROVINCIA DE TUCUMæN  TRAMO: EMPALME R.N. 38 / LMITE TUCUMæN - CATAMARCA  SECCIÓN: RO COCHUNA (KM 35,7)",,20-28646456-5,JOSE LUIS HUESPE,NO,39302486.93,ARS,,
46/3-0411-CON22,,46/3-0196-LPU21,"OBRA DE CONSERVACION MEJORATIVA  RUTA NACIONAL No1V38 - PROVINCIA DE TUCUMAN  TRAMO: CONCEPCION  FAMAILLA  SECCION: Pte. s/Rio Balderrama (KM 763,45)  Emp. RN N°38 (KM 778,90)",46/03,46/03 - 3° Tucumán - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-75601539-   -APN-DTUC#DNV,46/3-0034-OBR22,"OBRA DE CONSERVACION MEJORATIVA  RUTA NACIONAL No1V38 - PROVINCIA DE TUCUMAN  TRAMO: CONCEPCION ? FAMAILLA  SECCION: Pte. s/Rio Balderrama (KM 763,45) ? Emp. RN No38 (KM 778,90)",2022-07-25T00:00:00,30-62669582-1,PROBIAR PRODUCTOS BITUMINOSOS DE ARGENTINA S.A.,NO,13808228.50,ARS,JORGE GUILLERMO CORREA,Jefe de Departamento
46/3-0389-CON22,,46/3-0196-LPU21,"OBRA DE CONSERVACION MEJORATIVA  RUTA NACIONAL No1V38 - PROVINCIA DE TUCUMAN  TRAMO: CONCEPCION  FAMAILLA  SECCION: Pte. s/Rio Balderrama (KM 763,45)  Emp. RN N°38 (KM 778,90)",46/03,46/03 - 3° Tucumán - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-74248222-   -APN-DTUC#DNV,46/3-0034-OBR22,"OBRA DE CONSERVACION MEJORATIVA  RUTA NACIONAL No1V38 - PROVINCIA DE TUCUMAN  TRAMO: CONCEPCION ? FAMAILLA  SECCION: Pte. s/Rio Balderrama (KM 763,45) ? Emp. RN No38 (KM 778,90)",,30-62669582-1,PROBIAR PRODUCTOS BITUMINOSOS DE ARGENTINA S.A.,NO,13808228.50,ARS,,
46/3-0410-CON22,,46/3-0325-LPU21,OBRA DE CONSERVACIÓN MEJORATIVA ACCESO NORTE A SAN MIGUEL DE TUCUMAN  EX RUTA NACIONAL Nº 9. PROVIN,46/03,46/03 - 3° Tucumán - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-75463419-   -APN-DTUC#DNV,46/3-0032-OBR22,OBRA DE CONSERVACIÓN MEJORATIVA ACCESO NORTE A SAN MIGUEL DE TUCUMAN ? EX RUTA NACIONAL No 9. PROVIN,2022-07-22T00:00:00,30-71079146-1,TRANSREDES SA,NO,129507166.15,ARS,JORGE GUILLERMO CORREA,Jefe de Departamento
46/4-0452-CON22,,46/4-0065-LPU22,"OBRA POR DELEGACIÓN DE FACULTADES: REPARACIÓN LOSAS H°, RNNº 40, PCIA. MENDOZA",46/04,46/04 - 4° Mendoza - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-117615414-   -APN-DMZA#DNV,46/4-0045-OBR22,"OBRA POR DELEGACIÓN DE FACULTADES: REPARACIÓN LOSAS H, RNNo 40, PCIA. MENDOZA",2022-11-02T00:00:00,30-71138876-8,DA FRE OBRAS CIVILES S.A.,NO,187585748.27,ARS,ELIANA MARIA CASTILLO,Jefe de Departamento
46/4-0171-CON22,,46/4-0128-LPU21,CONSERVACION MEJORATIVA EN RUTA NACIONAL N° 40  PROVINCIA DE MENDOZA -,46/04,46/04 - 4° Mendoza - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-31378259-   -APN-DMZA#DNV,46/4-0013-OBR22,FRESADO Y CARPETA RN40,2022-04-19T00:00:00,30-68317171-5,LUIS M. PAGLIARA SA,NO,96879094.76,ARS,ELIANA MARIA CASTILLO,Jefe de Departamento
46/4-0135-CON22,,46/4-0147-LPU21,"OBRA FRESADO, BACHEO Y CARPETA ACCESO SUR",46/04,46/04 - 4° Mendoza - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-17029120-   -APN-DMZA#DNV,46/4-0008-OBR22,"OBRA FRESADO, BACHEO Y CARPETA ACCESO SUR",2022-02-23T00:00:00,30-57501228-7,CONSTRUCCIONES IVICA Y ANTONIO DUMANDZIC S.A.,NO,104711023.19,ARS,ELIANA MARIA CASTILLO,Jefe de Departamento
46/4-1574-CON21,,46/4-0161-LPU21,"RUTA NACIONAL Nº 40; PROVINCIA DE MENDOZA, TRAMO: TUNUYÁN  ANCHORIS, SECCIÓN: EMP. RP 86 (I) [KM 32",46/04,46/04 - 4° Mendoza - DNV,604,604 - Dirección Nacional de Vialidad,EX-2021-124258754-   -APN-DMZA#DNV,46/4-0036-OBR21,"RUTA NACIONAL No 40; PROVINCIA DE MENDOZA, TRAMO: TUNUYæN ? ANCHORIS, SECCIÓN: EMP. RP 86 (I) [KM 32",2021-12-22T00:00:00,30-57406653-7,Vialmani S.A.,NO,624353253.32,ARS,DIEGO MARTIN GUZMAN,Administrativo
46/6-0130-CON22,,46/6-0124-LPU21,Obras de Seguridad - Travesía Urbana: Acceso Canalizado B° Papa Francisco - Pcia. de Jujuy.,46/06,46/06 - 6° Jujuy - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-15314965-   -APN-DJJ#DNV,46/6-0007-OBR22,Obras de Seguridad - Traves­a Urbana: Acceso Canalizado B Papa Francisco - Pcia. de Jujuy.,2022-02-22T00:00:00,20-28646456-5,JOSE LUIS HUESPE,NO,86249255.56,ARS,GUSTAVO EDUARDO RODA,Director
46/6-0653-CON22,,46/6-0184-LPU21,Construcción de Puente s/ Arroyo Coiruro - RN N°9 - Tramo: Río León  Emp. RN N° 52 (Purmamarca),46/06,46/06 - 6° Jujuy - DNV,604,604 - Dirección Nacional de Vialidad,EX-2023-21508150-   -APN-DJJ#DNV,,,,33-70855777-9,JUMI S.R.L.,NO,19985298.78,ARS,,
46/6-0160-CON23,,46/6-0329-LPU22,"3° Llamado - Reconstrucción de Alcantarilla y Accesos RNN9 - Prog. Km 1907,46.",46/06,46/06 - 6° Jujuy - DNV,604,604 - Dirección Nacional de Vialidad,EX-2023-21187595-   -APN-DTDF#DNV,,,,33-70855777-9,JUMI S.R.L.,NO,86251336.34,ARS,ALBERTO SERGIO BUSIGNANI,Jefe de Departamento
46/8-1286-CON20,,46/8-0072-LPU19,R.N. N° 79; TRAMO: OLTA  CHAMICAL EMP. RN38; BACHEO SUPERFICIAL,46/08,46/08 - 8° La Rioja - DNV,604,604 - Dirección Nacional de Vialidad,EX-2020-62973775-   -APN-DLR#DNV,46/8-0004-OBR20,R.N. No 79; TRAMO: OLTA ? CHAMICAL EMP. RN38; BACHEO SUPERFICIAL,2020-09-30T00:00:00,30-50509809-5,Paolini Hnos S.A,NO,31511202.02,ARS,JUAN MANUEL TOLEDO,Jefe de compras
46/8-1007-CON20,,46/8-0072-LPU19,R.N. N° 79; TRAMO: OLTA  CHAMICAL EMP. RN38; BACHEO SUPERFICIAL,46/08,46/08 - 8° La Rioja - DNV,604,604 - Dirección Nacional de Vialidad,EX-2020-00482614-   -APN-DLR#DNV,46/8-0004-OBR20,R.N. No 79; TRAMO: OLTA ? CHAMICAL EMP. RN38; BACHEO SUPERFICIAL,,30-50509809-5,Paolini Hnos S.A,NO,31511202.02,ARS,,
46/8-1622-CON19,,46/8-0072-LPU19,R.N. N° 79; TRAMO: OLTA  CHAMICAL EMP. RN38; BACHEO SUPERFICIAL,46/08,46/08 - 8° La Rioja - DNV,604,604 - Dirección Nacional de Vialidad,EX-2019-67244672-   -APN-DLR#DNV,46/8-0004-OBR20,R.N. No 79; TRAMO: OLTA ? CHAMICAL EMP. RN38; BACHEO SUPERFICIAL,,30-50509809-5,Paolini Hnos S.A,NO,31511202.02,ARS,,
